sku,base_image,small_image,thumbnail_image,additional_images
KAN-AP-21S35,KAN-AP-21S35E.jpg,KAN-AP-21S35E.jpg,KAN-AP-21S35E.jpg,"KAN-AP-21S35A.jpg,KAN-AP-21S35B.jpg,KAN-AP-21S35C.jpg,KAN-AP-21S35D.jpg,KAN-AP-21S35E.jpg"
KAN-AP-21S37,KAN-AP-21S37E.jpg,KAN-AP-21S37E.jpg,KAN-AP-21S37E.jpg,"KAN-AP-21S37A.jpg,KAN-AP-21S37B.jpg,KAN-AP-21S37C.jpg,KAN-AP-21S37D.jpg,KAN-AP-21S37E.jpg"
KAN-AP-21S39,KAN-AP-21S39E.jpg,KAN-AP-21S39E.jpg,KAN-AP-21S39E.jpg,"KAN-AP-21S39A.jpg,KAN-AP-21S39B.jpg,KAN-AP-21S39C.jpg,KAN-AP-21S39D.jpg,KAN-AP-21S39E.jpg"
KAN-AP-21S42,KAN-AP-21S42D.jpg,KAN-AP-21S42D.jpg,KAN-AP-21S42D.jpg,"KAN-AP-21S42A.jpg,KAN-AP-21S42B.jpg,KAN-AP-21S42C.jpg,KAN-AP-21S42D.jpg"
KAN-AP-21S43,KAN-AP-21S43E.jpg,KAN-AP-21S43E.jpg,KAN-AP-21S43E.jpg,"KAN-AP-21S43A.jpg,KAN-AP-21S43B.jpg,KAN-AP-21S43C.jpg,KAN-AP-21S43D.jpg,KAN-AP-21S43E.jpg"
KAN-AP-21S47,KAN-AP-21S47E.jpg,KAN-AP-21S47E.jpg,KAN-AP-21S47E.jpg,"KAN-AP-21S47A.jpg,KAN-AP-21S47B.jpg,KAN-AP-21S47C.jpg,KAN-AP-21S47D.jpg,KAN-AP-21S47E.jpg"
KAN-AP-21S49,KAN-AP-21S49D.jpg,KAN-AP-21S49D.jpg,KAN-AP-21S49D.jpg,"KAN-AP-21S49A.jpg,KAN-AP-21S49B.jpg,KAN-AP-21S49C.jpg,KAN-AP-21S49D.jpg"
KAN-AP-21S51,KAN-AP-21S51D.jpg,KAN-AP-21S51D.jpg,KAN-AP-21S51D.jpg,"KAN-AP-21S51A.jpg,KAN-AP-21S51B.jpg,KAN-AP-21S51C.jpg,KAN-AP-21S51D.jpg"
KAN-AP-21S55,KAN-AP-21S55E.jpg,KAN-AP-21S55E.jpg,KAN-AP-21S55E.jpg,"KAN-AP-21S55A.jpg,KAN-AP-21S55B.jpg,KAN-AP-21S55C.jpg,KAN-AP-21S55D.jpg,KAN-AP-21S55E.jpg"
KAN-AP-21S56,KAN-AP-21S56E.jpg,KAN-AP-21S56E.jpg,KAN-AP-21S56E.jpg,"KAN-AP-21S56A.jpg,KAN-AP-21S56B.jpg,KAN-AP-21S56C.jpg,KAN-AP-21S56D.jpg,KAN-AP-21S56E.jpg"
KAN-AP-21S57,KAN-AP-21S57D.jpg,KAN-AP-21S57D.jpg,KAN-AP-21S57D.jpg,"KAN-AP-21S57A.jpg,KAN-AP-21S57B.jpg,KAN-AP-21S57C.jpg,KAN-AP-21S57D.jpg"
KAN-AP-21S59,KAN-AP-21S59D.jpg,KAN-AP-21S59D.jpg,KAN-AP-21S59D.jpg,"KAN-AP-21S59A.jpg,KAN-AP-21S59B.jpg,KAN-AP-21S59C.jpg,KAN-AP-21S59D.jpg"
KAN-AP-21S60,KAN-AP-21S60E.jpg,KAN-AP-21S60E.jpg,KAN-AP-21S60E.jpg,"KAN-AP-21S60A.jpg,KAN-AP-21S60B.jpg,KAN-AP-21S60C.jpg,KAN-AP-21S60D.jpg,KAN-AP-21S60E.jpg"
KAN-AP-21S61,KAN-AP-21S61E.jpg,KAN-AP-21S61E.jpg,KAN-AP-21S61E.jpg,"KAN-AP-21S61A.jpg,KAN-AP-21S61B.jpg,KAN-AP-21S61C.jpg,KAN-AP-21S61D.jpg,KAN-AP-21S61E.jpg"
KAN-AP-21S64,KAN-AP-21S64E.jpg,KAN-AP-21S64E.jpg,KAN-AP-21S64E.jpg,"KAN-AP-21S64A.jpg,KAN-AP-21S64B.jpg,KAN-AP-21S64C.jpg,KAN-AP-21S64D.jpg,KAN-AP-21S64E.jpg"
KAN-AP-21S65,KAN-AP-21S65C.jpg,KAN-AP-21S65C.jpg,KAN-AP-21S65C.jpg,"KAN-AP-21S65A.jpg,KAN-AP-21S65B.jpg,KAN-AP-21S65C.jpg"
